transaction_id,merchant_id,customer_id,timestamp,amount,payment_method,device,location,account_age_days,transaction_frequency,previous_fraud_count,new_device,location_distance_km,is_fraud,hour,day_of_week,is_weekend,fraud_probability,risk_score,risk_level,risk_reasons,recommended_action
TXN005980,M0207,C000265,2026-02-11 12:30:00,876.78,UPI,Mobile,Bangalore,658,23,0,0,80.61,0,12,2,0,0.7303496965118532,73.03,High Risk,Unusually high transaction frequency,Block / Manual Review
TXN005981,M0283,C002030,2026-02-11 12:40:00,1175.68,Debit Card,Mobile,Pune,2118,6,0,0,8.83,0,12,2,0,0.2917056308059405,29.17,Low Risk,No major suspicious indicators detected,Approve
TXN005982,M0266,C006875,2026-02-11 12:50:00,737.36,Net Banking,Desktop,Bangalore,2460,3,1,0,83.9,0,12,2,0,0.3961485308753195,39.61,Medium Risk,Previous fraud history,Additional Verification
TXN005983,M0073,C009436,2026-02-11 13:00:00,319.17,UPI,Mobile,Kolkata,2050,3,0,1,18.07,0,13,2,0,0.47356298054407525,47.36,Medium Risk,New device detected,Additional Verification
TXN005984,M0481,C003767,2026-02-11 13:10:00,386.0,UPI,Mobile,Hyderabad,548,5,0,0,138.68,0,13,2,0,0.26593412634798,26.59,Low Risk,No major suspicious indicators detected,Approve
TXN005985,M0352,C008588,2026-02-11 13:20:00,467.27,Debit Card,Desktop,Other,1514,3,0,0,78.32,0,13,2,0,0.2590621973328844,25.91,Low Risk,No major suspicious indicators detected,Approve
TXN005986,M0048,C007057,2026-02-11 13:30:00,1205.8,Credit Card,Desktop,Delhi,2441,1,0,0,60.81,0,13,2,0,0.28618068165158345,28.62,Low Risk,No major suspicious indicators detected,Approve
TXN005987,M0326,C009673,2026-02-11 13:40:00,1137.34,Credit Card,Tablet,Delhi,839,2,0,0,50.11,0,13,2,0,0.2894274624819655,28.94,Low Risk,No major suspicious indicators detected,Approve
TXN005988,M0233,C008300,2026-02-11 13:50:00,96.09,Net Banking,Tablet,Hyderabad,948,6,0,0,0.38,0,13,2,0,0.22946370037568575,22.95,Low Risk,No major suspicious indicators detected,Approve
TXN005989,M0443,C003564,2026-02-11 14:00:00,167.63,UPI,Mobile,Hyderabad,237,4,0,0,5.02,0,14,2,0,0.292791313596639,29.28,Low Risk,No major suspicious indicators detected,Approve
TXN005990,M0100,C008072,2026-02-11 14:10:00,622.94,Net Banking,Mobile,Other,1826,9,0,0,2.74,0,14,2,0,0.45588990594603196,45.59,Medium Risk,Unusually high transaction frequency,Additional Verification
TXN005991,M0059,C007850,2026-02-11 14:20:00,105.8,Net Banking,Desktop,Chennai,998,4,0,1,51.7,0,14,2,0,0.4608651373794687,46.09,Medium Risk,New device detected,Additional Verification
TXN005992,M0258,C006036,2026-02-11 14:30:00,1010.94,UPI,Mobile,Hyderabad,63,6,0,0,51.78,0,14,2,0,0.26370218370167414,26.37,Low Risk,No major suspicious indicators detected,Approve
TXN005993,M0413,C007960,2026-02-11 14:40:00,306.32,Credit Card,Mobile,Kolkata,1832,6,0,1,14.77,0,14,2,0,0.4674093514700479,46.74,Medium Risk,New device detected,Additional Verification
TXN005994,M0452,C003197,2026-02-11 14:50:00,818.26,UPI,Desktop,Mumbai,595,4,0,0,154.09,0,14,2,0,0.25714034329380026,25.71,Low Risk,No major suspicious indicators detected,Approve
TXN005995,M0065,C001186,2026-02-11 15:00:00,417.47,Credit Card,Mobile,Other,699,3,0,0,44.81,0,15,2,0,0.26004403007788746,26.0,Low Risk,No major suspicious indicators detected,Approve
TXN005996,M0083,C004132,2026-02-11 15:10:00,365.49,Credit Card,Mobile,Bangalore,1020,9,0,1,4.26,0,15,2,0,0.5398952944839444,53.99,Medium Risk,New device detected; Unusually high transaction frequency,Additional Verification
TXN005997,M0154,C003076,2026-02-11 15:20:00,136.04,Credit Card,Tablet,Mumbai,1450,6,0,0,54.3,0,15,2,0,0.2936885032507072,29.37,Low Risk,No major suspicious indicators detected,Approve
TXN005998,M0473,C000413,2026-02-11 15:30:00,233.35,Credit Card,Mobile,Other,299,4,1,0,22.63,0,15,2,0,0.4175085659632821,41.75,Medium Risk,Previous fraud history,Additional Verification
TXN005999,M0266,C008675,2026-02-11 15:40:00,359.5,Credit Card,Desktop,Chennai,1620,4,0,1,54.1,0,15,2,0,0.510695217289312,51.07,Medium Risk,New device detected,Additional Verification
TXN006000,M0309,C003848,2026-02-11 15:50:00,347.77,Debit Card,Mobile,Other,2147,4,0,0,1.59,0,15,2,0,0.29132586417041445,29.13,Low Risk,No major suspicious indicators detected,Approve
TXN006001,M0079,C008795,2026-02-11 16:00:00,832.34,Credit Card,Mobile,Other,2147,1,0,0,41.62,0,16,2,0,0.2273439077236445,22.73,Low Risk,No major suspicious indicators detected,Approve
TXN006002,M0315,C007975,2026-02-11 16:10:00,212.14,UPI,Mobile,Delhi,2306,2,0,1,50.71,0,16,2,0,0.4181525522890189,41.82,Medium Risk,New device detected,Additional Verification
TXN006003,M0150,C001082,2026-02-11 16:20:00,391.66,UPI,Mobile,Kolkata,770,5,1,0,28.57,0,16,2,0,0.48449126906495127,48.45,Medium Risk,Previous fraud history,Additional Verification
TXN006004,M0435,C004356,2026-02-11 16:30:00,1816.14,Credit Card,Desktop,Other,841,6,0,1,102.0,0,16,2,0,0.4538916750447498,45.39,Medium Risk,New device detected,Additional Verification
TXN006005,M0048,C007663,2026-02-11 16:40:00,917.41,Credit Card,Mobile,Mumbai,547,5,0,1,30.2,0,16,2,0,0.505047751669918,50.5,Medium Risk,New device detected,Additional Verification
TXN006006,M0405,C008217,2026-02-11 16:50:00,448.03,UPI,Tablet,Chennai,2119,3,0,0,28.48,0,16,2,0,0.28491514827706205,28.49,Low Risk,No major suspicious indicators detected,Approve
TXN006007,M0379,C008390,2026-02-11 17:00:00,93.87,Credit Card,Mobile,Kolkata,606,2,1,0,67.55,0,17,2,0,0.2999799165615804,30.0,Medium Risk,Previous fraud history,Additional Verification
TXN006008,M0248,C002627,2026-02-11 17:10:00,102.14,Wallet,Desktop,Kolkata,436,4,1,1,55.46,0,17,2,0,0.49507913017299443,49.51,Medium Risk,New device detected; Previous fraud history,Additional Verification
TXN006009,M0278,C008615,2026-02-11 17:20:00,763.1,Credit Card,Mobile,Other,2062,3,0,0,141.47,0,17,2,0,0.21583246534503142,21.58,Low Risk,No major suspicious indicators detected,Approve
TXN006010,M0356,C001142,2026-02-11 17:30:00,845.4,Credit Card,Mobile,Pune,796,7,0,0,18.24,0,17,2,0,0.28547753257449443,28.55,Low Risk,No major suspicious indicators detected,Approve
TXN006011,M0098,C006936,2026-02-11 17:40:00,57.68,Credit Card,Mobile,Hyderabad,2029,3,0,0,172.22,0,17,2,0,0.24286438110135308,24.29,Low Risk,No major suspicious indicators detected,Approve
TXN006012,M0414,C001121,2026-02-11 17:50:00,812.23,Credit Card,Desktop,Kolkata,1006,4,0,0,73.37,0,17,2,0,0.2525080063000137,25.25,Low Risk,No major suspicious indicators detected,Approve
TXN006013,M0025,C004528,2026-02-11 18:00:00,229.96,UPI,Desktop,Bangalore,1696,3,0,0,28.59,0,18,2,0,0.2941203776854475,29.41,Low Risk,No major suspicious indicators detected,Approve
TXN006014,M0493,C007107,2026-02-11 18:10:00,268.98,UPI,Desktop,Pune,1782,22,0,0,72.97,0,18,2,0,0.6204938886887809,62.05,Medium Risk,Unusually high transaction frequency,Additional Verification
TXN006015,M0284,C009986,2026-02-11 18:20:00,981.32,Debit Card,Mobile,Pune,2254,6,0,1,77.1,0,18,2,0,0.5628115953466317,56.28,Medium Risk,New device detected,Additional Verification
TXN006016,M0449,C006694,2026-02-11 18:30:00,839.13,UPI,Mobile,Bangalore,1128,3,0,0,123.98,0,18,2,0,0.24821454815117533,24.82,Low Risk,No major suspicious indicators detected,Approve
TXN006017,M0369,C004904,2026-02-11 18:40:00,365.51,UPI,Desktop,Hyderabad,134,3,0,0,29.59,0,18,2,0,0.26844059140287296,26.84,Low Risk,No major suspicious indicators detected,Approve
TXN006018,M0301,C000056,2026-02-11 18:50:00,802.89,UPI,Desktop,Mumbai,40,3,0,0,36.48,0,18,2,0,0.2257672944206001,22.58,Low Risk,No major suspicious indicators detected,Approve
TXN006019,M0068,C006759,2026-02-11 19:00:00,280.48,Credit Card,Desktop,Mumbai,2212,2,0,0,75.08,0,19,2,0,0.25995082752229287,26.0,Low Risk,No major suspicious indicators detected,Approve
TXN006020,M0007,C002264,2026-02-11 19:10:00,183.13,UPI,Mobile,Mumbai,2276,4,1,0,2.43,0,19,2,0,0.45622298908117653,45.62,Medium Risk,Previous fraud history,Additional Verification
TXN006021,M0305,C008213,2026-02-11 19:20:00,1422.18,UPI,Desktop,Bangalore,1130,5,0,0,52.61,0,19,2,0,0.2693446084975669,26.93,Low Risk,No major suspicious indicators detected,Approve
TXN006022,M0137,C006354,2026-02-11 19:30:00,1518.94,UPI,Mobile,Other,1528,3,0,0,134.42,0,19,2,0,0.24936151094609338,24.94,Low Risk,No major suspicious indicators detected,Approve
TXN006023,M0164,C008483,2026-02-11 19:40:00,211.97,UPI,Desktop,Other,1603,3,0,0,288.66,0,19,2,0,0.2499224595925566,24.99,Low Risk,Unusual location distance,Approve
TXN006024,M0083,C001995,2026-02-11 19:50:00,236.57,Credit Card,Mobile,Hyderabad,5,3,0,0,51.46,1,19,2,0,0.778934240726808,77.89,High Risk,Very new account,Block / Manual Review
TXN006025,M0385,C000835,2026-02-11 20:00:00,983.7,Credit Card,Desktop,Kolkata,2002,4,0,0,65.9,0,20,2,0,0.2570923985705232,25.71,Low Risk,No major suspicious indicators detected,Approve
TXN006026,M0138,C004284,2026-02-11 20:10:00,201.65,Debit Card,Mobile,Chennai,2349,4,0,0,72.75,0,20,2,0,0.2823089923588258,28.23,Low Risk,No major suspicious indicators detected,Approve
TXN006027,M0420,C005271,2026-02-11 20:20:00,898.58,Debit Card,Mobile,Other,1235,3,3,0,7.86,0,20,2,0,0.5213984970820276,52.14,Medium Risk,Previous fraud history,Additional Verification
TXN006028,M0073,C004310,2026-02-11 20:30:00,144.83,UPI,Mobile,Delhi,1311,7,1,0,75.96,0,20,2,0,0.5157865498067493,51.58,Medium Risk,Previous fraud history,Additional Verification
TXN006029,M0237,C001502,2026-02-11 20:40:00,302.89,Debit Card,Mobile,Kolkata,106,4,0,1,13.43,0,20,2,0,0.4272876942910656,42.73,Medium Risk,New device detected,Additional Verification
TXN006030,M0046,C004689,2026-02-11 20:50:00,1073.4,Debit Card,Mobile,Other,2411,4,0,0,271.36,0,20,2,0,0.3395923452761247,33.96,Medium Risk,Unusual location distance,Additional Verification
TXN006031,M0106,C004137,2026-02-11 21:00:00,153.08,Credit Card,Mobile,Mumbai,1142,4,0,0,25.41,0,21,2,0,0.25078217099576705,25.08,Low Risk,No major suspicious indicators detected,Approve
TXN006032,M0416,C000020,2026-02-11 21:10:00,224.1,Credit Card,Mobile,Mumbai,776,5,0,0,60.28,0,21,2,0,0.2478453666278863,24.78,Low Risk,No major suspicious indicators detected,Approve
TXN006033,M0288,C001033,2026-02-11 21:20:00,587.72,Credit Card,Mobile,Other,1551,2,0,1,78.62,0,21,2,0,0.5379381049137776,53.79,Medium Risk,New device detected,Additional Verification
TXN006034,M0262,C009017,2026-02-11 21:30:00,66.81,Credit Card,Mobile,Kolkata,2163,6,0,0,9.67,0,21,2,0,0.29501692497969906,29.5,Low Risk,No major suspicious indicators detected,Approve
TXN006035,M0176,C003275,2026-02-11 21:40:00,433.92,Wallet,Desktop,Chennai,835,1,0,0,14.51,0,21,2,0,0.2269761793435789,22.7,Low Risk,No major suspicious indicators detected,Approve
TXN006036,M0166,C000748,2026-02-11 21:50:00,1288.5,UPI,Mobile,Bangalore,622,13,0,0,26.11,0,21,2,0,0.404182923290118,40.42,Medium Risk,Unusually high transaction frequency,Additional Verification
TXN006037,M0145,C007005,2026-02-11 22:00:00,957.95,UPI,Mobile,Other,2250,1,0,0,60.56,0,22,2,0,0.2606765095928408,26.07,Low Risk,No major suspicious indicators detected,Approve
TXN006038,M0330,C000968,2026-02-11 22:10:00,383.9,UPI,Desktop,Bangalore,1094,4,0,0,9.73,0,22,2,0,0.22736897705493467,22.74,Low Risk,No major suspicious indicators detected,Approve
TXN006039,M0370,C003548,2026-02-11 22:20:00,411.84,Credit Card,Mobile,Kolkata,477,2,0,0,126.98,0,22,2,0,0.2592534207490753,25.93,Low Risk,No major suspicious indicators detected,Approve
TXN006040,M0283,C002799,2026-02-11 22:30:00,1793.3,Net Banking,Mobile,Chennai,75,5,0,1,19.95,0,22,2,0,0.24216763836969582,24.22,Low Risk,New device detected,Approve
TXN006041,M0054,C003016,2026-02-11 22:40:00,1588.56,Wallet,Mobile,Chennai,1849,5,0,0,14.99,0,22,2,0,0.2380004342657982,23.8,Low Risk,No major suspicious indicators detected,Approve
TXN006042,M0178,C006606,2026-02-11 22:50:00,367.02,Wallet,Tablet,Chennai,576,3,0,0,19.39,0,22,2,0,0.22833179119729963,22.83,Low Risk,No major suspicious indicators detected,Approve
TXN006043,M0419,C001805,2026-02-11 23:00:00,214.94,Wallet,Mobile,Mumbai,2246,15,0,0,56.96,0,23,2,0,0.43975299938493645,43.98,Medium Risk,Unusually high transaction frequency,Additional Verification
TXN006044,M0244,C002024,2026-02-11 23:10:00,950.79,Net Banking,Mobile,Delhi,1177,7,0,0,22.86,0,23,2,0,0.3034043533188022,30.34,Medium Risk,No major suspicious indicators detected,Additional Verification
TXN006045,M0341,C008593,2026-02-11 23:20:00,1249.58,Credit Card,Mobile,Hyderabad,1191,4,0,1,132.17,0,23,2,0,0.3423344061565342,34.23,Medium Risk,New device detected,Additional Verification
TXN006046,M0127,C004433,2026-02-11 23:30:00,1601.56,Credit Card,Mobile,Chennai,1257,4,0,0,45.6,0,23,2,0,0.2222103871090851,22.22,Low Risk,No major suspicious indicators detected,Approve
TXN006047,M0409,C009561,2026-02-11 23:40:00,723.14,UPI,Tablet,Chennai,1192,5,0,0,83.66,0,23,2,0,0.22238423205716107,22.24,Low Risk,No major suspicious indicators detected,Approve
TXN006048,M0412,C003325,2026-02-11 23:50:00,282.56,UPI,Desktop,Pune,959,5,0,1,117.85,0,23,2,0,0.3244732473408075,32.45,Medium Risk,New device detected,Additional Verification
TXN006049,M0367,C007164,2026-02-12 00:00:00,75.95,Net Banking,Mobile,Hyderabad,306,6,0,0,34.62,0,0,3,0,0.23358007257431576,23.36,Low Risk,No major suspicious indicators detected,Approve
TXN006050,M0271,C001878,2026-02-12 00:10:00,2802.51,UPI,Mobile,Pune,669,10,0,1,5.96,0,0,3,0,0.4612726412001857,46.13,Medium Risk,New device detected; Unusually high transaction frequency,Additional Verification
TXN006051,M0132,C009590,2026-02-12 00:20:00,2003.87,UPI,Mobile,Bangalore,2340,1,0,1,16.97,0,0,3,0,0.3948654715241799,39.49,Medium Risk,New device detected,Additional Verification
TXN006052,M0093,C003676,2026-02-12 00:30:00,187.36,UPI,Mobile,Kolkata,911,4,0,0,107.97,0,0,3,0,0.25877063898119596,25.88,Low Risk,No major suspicious indicators detected,Approve
TXN006053,M0379,C006962,2026-02-12 00:40:00,488.18,UPI,Desktop,Mumbai,1755,5,0,0,21.99,0,0,3,0,0.22013802649692996,22.01,Low Risk,No major suspicious indicators detected,Approve
TXN006054,M0073,C000006,2026-02-12 00:50:00,323.51,Debit Card,Desktop,Chennai,1470,5,0,0,55.41,0,0,3,0,0.2251814852567885,22.52,Low Risk,No major suspicious indicators detected,Approve
TXN006055,M0411,C005534,2026-02-12 01:00:00,431.05,Net Banking,Tablet,Pune,603,4,0,1,22.8,0,1,3,0,0.4360408301678797,43.6,Medium Risk,New device detected,Additional Verification
TXN006056,M0410,C008778,2026-02-12 01:10:00,270.33,UPI,Tablet,Hyderabad,1080,2,0,0,16.05,0,1,3,0,0.22126521797739523,22.13,Low Risk,No major suspicious indicators detected,Approve
TXN006057,M0403,C009714,2026-02-12 01:20:00,805.55,Credit Card,Mobile,Other,1636,3,0,0,50.51,0,1,3,0,0.19740989244610158,19.74,Low Risk,No major suspicious indicators detected,Approve
TXN006058,M0248,C005176,2026-02-12 01:30:00,129.79,Debit Card,Desktop,Delhi,1839,5,0,0,11.7,0,1,3,0,0.2052022557987947,20.52,Low Risk,No major suspicious indicators detected,Approve
TXN006059,M0348,C003879,2026-02-12 01:40:00,272.09,Credit Card,Desktop,Bangalore,70,9,0,1,25.96,0,1,3,0,0.6307500730520988,63.08,Medium Risk,New device detected; Unusually high transaction frequency,Additional Verification
TXN006060,M0273,C003470,2026-02-12 01:50:00,966.34,UPI,Mobile,Other,393,5,0,1,10.09,0,1,3,0,0.495035499410097,49.5,Medium Risk,New device detected,Additional Verification
TXN006061,M0043,C009014,2026-02-12 02:00:00,56.06,Credit Card,Mobile,Other,10,5,0,1,135.46,0,2,3,0,0.662050219390482,66.21,Medium Risk,New device detected; Very new account,Additional Verification
TXN006062,M0377,C004334,2026-02-12 02:10:00,549.24,Credit Card,Mobile,Mumbai,216,1,0,0,101.08,0,2,3,0,0.22480587444180306,22.48,Low Risk,No major suspicious indicators detected,Approve
TXN006063,M0041,C006634,2026-02-12 02:20:00,233.27,UPI,Mobile,Delhi,1416,5,0,0,5.68,0,2,3,0,0.2568473590685166,25.68,Low Risk,No major suspicious indicators detected,Approve
TXN006064,M0170,C003094,2026-02-12 02:30:00,2029.12,UPI,Mobile,Hyderabad,1563,4,0,0,23.47,0,2,3,0,0.2716907751443582,27.17,Low Risk,No major suspicious indicators detected,Approve
TXN006065,M0434,C000858,2026-02-12 02:40:00,560.65,UPI,Mobile,Pune,723,5,0,0,29.17,0,2,3,0,0.23753594536707487,23.75,Low Risk,No major suspicious indicators detected,Approve
TXN006066,M0212,C007619,2026-02-12 02:50:00,183.64,Credit Card,Mobile,Other,848,1,0,0,1.0,0,2,3,0,0.22222747106154211,22.22,Low Risk,No major suspicious indicators detected,Approve
TXN006067,M0493,C007978,2026-02-12 03:00:00,1723.37,Net Banking,Mobile,Delhi,2019,4,0,0,41.96,0,3,3,0,0.30759103154868855,30.76,Medium Risk,No major suspicious indicators detected,Additional Verification
TXN006068,M0168,C002551,2026-02-12 03:10:00,412.31,UPI,Mobile,Chennai,649,6,0,1,9.95,0,3,3,0,0.521768045211435,52.18,Medium Risk,New device detected,Additional Verification
TXN006069,M0039,C001226,2026-02-12 03:20:00,460.01,Credit Card,Mobile,Kolkata,1941,6,0,0,95.93,1,3,3,0,0.37003737467693915,37.0,Medium Risk,No major suspicious indicators detected,Additional Verification
TXN006070,M0369,C008846,2026-02-12 03:30:00,979.74,Debit Card,Mobile,Delhi,1278,1,0,0,9.69,0,3,3,0,0.2996592512146003,29.97,Low Risk,No major suspicious indicators detected,Approve
TXN006071,M0245,C007454,2026-02-12 03:40:00,220.13,Wallet,Mobile,Pune,1332,3,0,0,122.25,0,3,3,0,0.16270784424708382,16.27,Low Risk,No major suspicious indicators detected,Approve
TXN006072,M0151,C007401,2026-02-12 03:50:00,1715.2,Debit Card,Mobile,Chennai,1147,5,0,0,37.94,0,3,3,0,0.25486769518149266,25.49,Low Risk,No major suspicious indicators detected,Approve
TXN006073,M0111,C009532,2026-02-12 04:00:00,718.43,UPI,Desktop,Other,1506,4,3,0,10.94,0,4,3,0,0.48013614879088956,48.01,Medium Risk,Previous fraud history,Additional Verification
TXN006074,M0480,C004557,2026-02-12 04:10:00,212.46,UPI,Mobile,Mumbai,652,4,1,0,25.37,0,4,3,0,0.44915884103956843,44.92,Medium Risk,Previous fraud history,Additional Verification
TXN006075,M0436,C002718,2026-02-12 04:20:00,261.79,Debit Card,Mobile,Pune,34,5,0,0,22.53,0,4,3,0,0.16625067788092926,16.63,Low Risk,No major suspicious indicators detected,Approve
TXN006076,M0047,C003393,2026-02-12 04:30:00,114.85,Debit Card,Mobile,Mumbai,959,2,0,1,36.19,0,4,3,0,0.4576961503396056,45.77,Medium Risk,New device detected,Additional Verification
TXN006077,M0063,C008155,2026-02-12 04:40:00,548.79,Net Banking,Mobile,Other,2388,9,0,0,59.92,1,4,3,0,0.7406772586651161,74.07,High Risk,Unusually high transaction frequency,Block / Manual Review
TXN006078,M0225,C009255,2026-02-12 04:50:00,337.72,Debit Card,Tablet,Delhi,1974,7,0,1,51.76,0,4,3,0,0.3179129379543964,31.79,Medium Risk,New device detected,Additional Verification
TXN006079,M0366,C006123,2026-02-12 05:00:00,551.53,Credit Card,Mobile,Kolkata,1128,5,0,0,145.86,0,5,3,0,0.23760468963175313,23.76,Low Risk,No major suspicious indicators detected,Approve
TXN006080,M0069,C004529,2026-02-12 05:10:00,73.57,Debit Card,Mobile,Chennai,502,2,0,0,5.76,0,5,3,0,0.2968170063852066,29.68,Low Risk,No major suspicious indicators detected,Approve
TXN006081,M0299,C009801,2026-02-12 05:20:00,238.91,Credit Card,Tablet,Other,1971,4,1,0,15.26,0,5,3,0,0.3598210325805558,35.98,Medium Risk,Previous fraud history,Additional Verification
TXN006082,M0432,C001082,2026-02-12 05:30:00,151.09,Net Banking,Desktop,Pune,1665,5,0,0,7.94,0,5,3,0,0.16247616160750675,16.25,Low Risk,No major suspicious indicators detected,Approve
TXN006083,M0290,C006640,2026-02-12 05:40:00,660.49,Credit Card,Tablet,Delhi,1127,10,0,0,180.63,1,5,3,0,0.8505387863554242,85.05,High Risk,Unusually high transaction frequency,Block / Manual Review
TXN006084,M0296,C007019,2026-02-12 05:50:00,221.01,UPI,Mobile,Bangalore,1583,4,0,0,34.63,0,5,3,0,0.2399490948645617,23.99,Low Risk,No major suspicious indicators detected,Approve
TXN006085,M0203,C006106,2026-02-12 06:00:00,645.7,UPI,Mobile,Hyderabad,401,4,0,0,58.9,0,6,3,0,0.22575462166022822,22.58,Low Risk,No major suspicious indicators detected,Approve
TXN006086,M0061,C004751,2026-02-12 06:10:00,236.73,UPI,Mobile,Chennai,1566,3,1,0,1.15,0,6,3,0,0.4669038641649291,46.69,Medium Risk,Previous fraud history,Additional Verification
TXN006087,M0434,C002655,2026-02-12 06:20:00,2051.02,Debit Card,Mobile,Mumbai,2141,3,0,0,8.81,0,6,3,0,0.26637620630263065,26.64,Low Risk,No major suspicious indicators detected,Approve
TXN006088,M0451,C000156,2026-02-12 06:30:00,424.79,Credit Card,Mobile,Mumbai,2335,6,0,0,6.23,0,6,3,0,0.24873379311844984,24.87,Low Risk,No major suspicious indicators detected,Approve
TXN006089,M0318,C004297,2026-02-12 06:40:00,1008.12,Credit Card,Tablet,Mumbai,2492,5,1,0,136.42,0,6,3,0,0.4312712924601322,43.13,Medium Risk,Previous fraud history,Additional Verification
TXN006090,M0314,C003070,2026-02-12 06:50:00,360.19,Debit Card,Desktop,Other,1545,5,0,0,84.9,0,6,3,0,0.2116350631111904,21.16,Low Risk,No major suspicious indicators detected,Approve
TXN006091,M0161,C001964,2026-02-12 07:00:00,1015.22,UPI,Mobile,Chennai,262,4,0,0,25.8,0,7,3,0,0.25701409833808986,25.7,Low Risk,No major suspicious indicators detected,Approve
TXN006092,M0331,C004595,2026-02-12 07:10:00,186.23,Debit Card,Mobile,Chennai,2150,4,0,0,181.42,0,7,3,0,0.24491859330913632,24.49,Low Risk,No major suspicious indicators detected,Approve
TXN006093,M0016,C007664,2026-02-12 07:20:00,386.85,Net Banking,Mobile,Kolkata,1123,3,1,1,154.49,0,7,3,0,0.39378738455562706,39.38,Medium Risk,New device detected; Previous fraud history,Additional Verification
TXN006094,M0338,C006304,2026-02-12 07:30:00,253.4,Credit Card,Mobile,Delhi,985,3,0,1,30.91,0,7,3,0,0.33061352769280994,33.06,Medium Risk,New device detected,Additional Verification
TXN006095,M0094,C009427,2026-02-12 07:40:00,2613.97,Wallet,Mobile,Chennai,234,3,0,0,83.06,0,7,3,0,0.20015597945964028,20.02,Low Risk,No major suspicious indicators detected,Approve
TXN006096,M0304,C006143,2026-02-12 07:50:00,122.9,Debit Card,Mobile,Bangalore,2059,2,0,0,120.51,0,7,3,0,0.23259368668674194,23.26,Low Risk,No major suspicious indicators detected,Approve
TXN006097,M0138,C009669,2026-02-12 08:00:00,3197.91,UPI,Mobile,Kolkata,1926,4,0,0,0.42,0,8,3,0,0.34128073355803135,34.13,Medium Risk,No major suspicious indicators detected,Additional Verification
TXN006098,M0338,C003756,2026-02-12 08:10:00,102.07,Credit Card,Tablet,Delhi,1137,2,0,0,34.5,0,8,3,0,0.28022274338988423,28.02,Low Risk,No major suspicious indicators detected,Approve
TXN006099,M0038,C000831,2026-02-12 08:20:00,842.18,UPI,Mobile,Pune,779,6,0,0,133.88,0,8,3,0,0.23556883415035743,23.56,Low Risk,No major suspicious indicators detected,Approve
TXN006100,M0127,C006575,2026-02-12 08:30:00,216.62,Net Banking,Desktop,Pune,1235,2,0,0,49.49,0,8,3,0,0.19012280105891624,19.01,Low Risk,No major suspicious indicators detected,Approve
TXN006101,M0275,C006122,2026-02-12 08:40:00,520.54,Credit Card,Desktop,Pune,1164,5,0,0,117.87,0,8,3,0,0.17779946421748977,17.78,Low Risk,No major suspicious indicators detected,Approve
TXN006102,M0164,C006075,2026-02-12 08:50:00,340.07,UPI,Mobile,Other,555,3,0,1,4.35,0,8,3,0,0.5389837733667078,53.9,Medium Risk,New device detected,Additional Verification
TXN006103,M0443,C001343,2026-02-12 09:00:00,175.83,Net Banking,Mobile,Chennai,2240,19,0,0,121.6,0,9,3,0,0.6488445945393867,64.88,Medium Risk,Unusually high transaction frequency,Additional Verification
TXN006104,M0319,C007680,2026-02-12 09:10:00,437.49,UPI,Mobile,Delhi,1810,5,0,0,30.12,0,9,3,0,0.34818915386368665,34.82,Medium Risk,No major suspicious indicators detected,Additional Verification
TXN006105,M0077,C007330,2026-02-12 09:20:00,265.84,Credit Card,Mobile,Hyderabad,623,3,1,0,5.19,1,9,3,0,0.571789791673211,57.18,Medium Risk,Previous fraud history,Additional Verification
TXN006106,M0174,C001845,2026-02-12 09:30:00,714.35,Debit Card,Desktop,Bangalore,540,5,1,0,6.38,0,9,3,0,0.39600177418786836,39.6,Medium Risk,Previous fraud history,Additional Verification
TXN006107,M0387,C000462,2026-02-12 09:40:00,147.6,Debit Card,Mobile,Hyderabad,1843,12,0,0,3.17,0,9,3,0,0.39422946058743946,39.42,Medium Risk,Unusually high transaction frequency,Additional Verification
TXN006108,M0458,C002992,2026-02-12 09:50:00,647.08,UPI,Mobile,Other,2405,5,0,1,30.66,0,9,3,0,0.5061491100503327,50.61,Medium Risk,New device detected,Additional Verification
TXN006109,M0358,C006844,2026-02-12 10:00:00,957.3,UPI,Mobile,Chennai,1035,5,0,1,12.9,0,10,3,0,0.5849050030938883,58.49,Medium Risk,New device detected,Additional Verification
TXN006110,M0321,C009771,2026-02-12 10:10:00,362.04,Net Banking,Desktop,Mumbai,1906,6,0,0,25.57,0,10,3,0,0.2536409421263752,25.36,Low Risk,No major suspicious indicators detected,Approve
TXN006111,M0376,C000201,2026-02-12 10:20:00,107.47,UPI,Mobile,Delhi,225,1,0,0,2.9,0,10,3,0,0.29039937243094166,29.04,Low Risk,No major suspicious indicators detected,Approve
TXN006112,M0091,C000516,2026-02-12 10:30:00,2280.86,Credit Card,Mobile,Bangalore,1960,5,0,0,61.85,0,10,3,0,0.2713235457175866,27.13,Low Risk,No major suspicious indicators detected,Approve
TXN006113,M0238,C005872,2026-02-12 10:40:00,643.54,Wallet,Mobile,Pune,577,6,3,0,99.93,1,10,3,0,0.7244250833705236,72.44,High Risk,Previous fraud history,Block / Manual Review
TXN006114,M0264,C005451,2026-02-12 10:50:00,196.16,Credit Card,Tablet,Delhi,859,5,0,0,27.36,0,10,3,0,0.334237145147405,33.42,Medium Risk,No major suspicious indicators detected,Additional Verification
